|Date|Address|Species|Block|Street|Trap|AddressNumberAndStreet|Latitude|Longitude|AddressAccuracy|NumMosquitos|WnvPresent
10252|2013-09-12|5800 North Pulaski Road, Chicago, IL 60646, USA|CULEX PIPIENS|58| N PULASKI RD|T027|5800  N PULASKI RD, Chicago, IL|41.984809000000006|-87.728492|8|9|1
10264|2013-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|39|1
10269|2013-09-12|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|37|1
10273|2013-09-12|5100 North Mont Clare Avenue, Chicago, IL 60656, USA|CULEX PIPIENS/RESTUANS|51| N MONT CLARE AVE|T223|5100  N MONT CLARE AVE, Chicago, IL|41.973845000000004|-87.805059|9|5|1
10276|2013-09-12|8200 South Kostner Avenue, Chicago, IL 60652, USA|CULEX PIPIENS|82| S KOSTNER AVE|T225|8200  S KOSTNER AVE, Chicago, IL|41.743402|-87.731435|8|47|1
10295|2013-09-12|1700 North Ashland Avenue, Chicago, IL 60622, USA|CULEX PIPIENS|17| N ASHLAND AVE|T232|1700  N ASHLAND AVE, Chicago, IL|41.912563|-87.66805500000001|9|2|1
10298|2013-09-12|4200 West 65th Street, Chicago, IL 60621, USA|CULEX PIPIENS/RESTUANS|42| W 65TH ST|T235|4200  W 65TH ST, Chicago, IL|41.776428|-87.627096|8|18|1
10307|2013-09-19|2200 North Cannon Drive, Chicago, IL 60614, USA|CULEX PIPIENS/RESTUANS|22| N CANNON DR|T054|2200  N CANNON DR, Chicago, IL|41.921965|-87.632085|8|12|1
10315|2013-09-19|3600 North Pittsburgh Avenue, Chicago, IL 60634, USA|CULEX PIPIENS/RESTUANS|36| N PITTSBURGH AVE|T011|3600  N PITTSBURGH AVE, Chicago, IL|41.944869|-87.832763|8|10|1
10322|2013-09-19|South Vincennes Avenue, Chicago, IL, USA|CULEX PIPIENS/RESTUANS|10| S VINCENNES|T089|1000  S VINCENNES, Chicago, IL|41.723195000000004|-87.64997|5|6|1
10324|2013-09-19|University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA|CULEX PIPIENS|11| S ASHLAND AVE|T090|1100  S ASHLAND AVE, Chicago, IL|41.868077|-87.666901|9|6|1
10338|2013-09-19|6100 North Lemont Avenue, Chicago, IL 60646, USA|CULEX PIPIENS/RESTUANS|61| N LEMONT AVE|T012|6100  N LEMONT AVE, Chicago, IL|41.991429|-87.747113|8|11|1
10342|2013-09-19|6100 West Fullerton Avenue, Chicago, IL 60639, USA|CULEX PIPIENS|61| W FULLERTON AVE|T013|6100  W FULLERTON AVE, Chicago, IL|41.923738|-87.785288|9|26|1
10346|2013-09-19|1000 North Central Park Avenue, Chicago, IL 60651, USA|CULEX PIPIENS|10| N CENTRAL PARK DR|T030|1000  N CENTRAL PARK DR, Chicago, IL|41.899229999999996|-87.716788|9|21|1
10384|2013-09-19|4000 East 130th Street, Chicago, IL 60633, USA|CULEX PIPIENS|40| E 130TH ST|T221|4000  E 130TH ST, Chicago, IL|41.659112|-87.53869300000001|8|11|1
10386|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|13|1
10387|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|7|1
10388|2013-09-19|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|27|1
10439|2013-09-26|4600 Milwaukee Avenue, Chicago, IL 60630, USA|CULEX PIPIENS|46| N MILWAUKEE AVE|T003|4600  N MILWAUKEE AVE, Chicago, IL|41.964242|-87.757639|8|3|1
10462|2013-09-26|6300 West 64th Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|63| W 64TH ST|T155|6300  W 64TH ST, Chicago, IL|41.776156|-87.778927|9|4|1
10484|2013-09-26|ORD Terminal 5, O'Hare International Airport, Chicago, IL 60666, USA|CULEX PIPIENS/RESTUANS|10| W OHARE AIRPORT|T900|1000  W OHARE AIRPORT, Chicago, IL|41.974689|-87.890615|9|39|1
10501|2013-09-26|5100 West 72nd Street, Chicago, IL 60638, USA|CULEX PIPIENS/RESTUANS|51| W 72ND ST|T035|5100  W 72ND ST, Chicago, IL|41.763733|-87.742302|8|6|1
